prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,district
Setapak Green,1800,Kuala Lumpur - Setapak,Condominium,4.0,2.0,3.0,1362 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1450,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
TAR Villa,1450,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1000 sq.ft.,Kuala Lumpur
Midah Ria,1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,960 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1100,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
The Holmes 2,1800,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1106 sq.ft.,Kuala Lumpur
The Holmes,1600,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1018 sq.ft.,Kuala Lumpur
The Holmes 2,1500,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,943 sq.ft.,Kuala Lumpur
Danau Kota Suite Apartments,1499,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,969 sq.ft.,Kuala Lumpur
Pandan Heights Condominium,1100,Kuala Lumpur - Cheras,Condominium,3.0,,3.0,988 sq.ft.,Kuala Lumpur
Parc 3,2600,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,736 sq.ft.,Kuala Lumpur
Desa Gembira,1500,Kuala Lumpur - Old Klang Road,Condominium,3.0,1.0,2.0,1257 sq.ft.,Kuala Lumpur
Cengal Condominium,1600,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Connaught Avenue,1450,Kuala Lumpur - Cheras,Service Residence,3.0,,2.0,950 sq.ft.,Kuala Lumpur
Bayu Tasik 2,1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
Cendana Apartment,950,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Bennington Residences @ SkyArena,1000,Kuala Lumpur - Setapak,Condominium,1.0,2.0,1.0,301 sq.ft.,Kuala Lumpur
Ativo Suites @ Damansara Avenue,2200,Kuala Lumpur - Sri Damansara,Condominium,1.0,1.0,1.0,499 sq.ft.,Kuala Lumpur
Dahlia Apartment (Ampang),1200,Kuala Lumpur - Ampang,Apartment,3.0,1.0,2.0,787 sq.ft.,Kuala Lumpur
Saville,1650,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,980 sq.ft.,Kuala Lumpur
Dahlia Apartment (Ampang),1300,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,860 sq.ft.,Kuala Lumpur
Residensi Rampai,1750,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Maxim Residences,1400,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
Arte Plus Jalan Ampang,1550,Kuala Lumpur - Ampang,Condominium,1.0,1.0,1.0,679 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2800,Kuala Lumpur - Setapak,Service Residence,3.0,2.0,2.0,1000 sq.ft.,Kuala Lumpur
Majestic Maxim,1600,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
PV2 Condo,200,Kuala Lumpur - Setapak,Condominium,1.0,1.0,1.0,150 sq.ft.,Kuala Lumpur
Majestic Maxim,1600,Kuala Lumpur - Cheras,Service Residence,3.0,,2.0,880 sq.ft.,Kuala Lumpur
Cheras Utama,950,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,886 sq.ft.,Kuala Lumpur
Residensi Alam Damai (PR1MA @ Alam Damai),1100,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,935 sq.ft.,Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,1450,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,908 sq.ft.,Kuala Lumpur
Danau Kota Suite Apartments,1350,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,829 sq.ft.,Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,1600,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,908 sq.ft.,Kuala Lumpur
Majestic Maxim,1400,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,819 sq.ft.,Kuala Lumpur
Monte Bayu,1500,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1134 sq.ft.,Kuala Lumpur
Bukit Cheras Apartment (Block 1 & 3),650,Kuala Lumpur - Cheras,Apartment,3.0,1.0,1.0,650 sq.ft.,Kuala Lumpur
Pangsapuri Segar Ria,700,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,550,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Majestic Maxim,1199,Kuala Lumpur - Cheras,Service Residence,2.0,,2.0,650 sq.ft.,Kuala Lumpur
Tiara ampang,2000,Kuala Lumpur - Ampang,Condominium,3.0,1.0,2.0,1118 sq.ft.,Kuala Lumpur
Majestic Maxim,1400,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,670 sq.ft.,Kuala Lumpur
Majestic Maxim,1000,Kuala Lumpur - Cheras,Service Residence,3.0,,2.0,819 sq.ft.,Kuala Lumpur
Majestic Maxim,1000,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,819 sq.ft.,Kuala Lumpur
Residensi Platinum Teratai,1600,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,928 sq.ft.,Kuala Lumpur
MH Platinum Residency,1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1018 sq.ft.,Kuala Lumpur
Amaya Maluri,1900,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,920 sq.ft.,Kuala Lumpur
Bennington Residences @ SkyArena,2500,Kuala Lumpur - Setapak,Condominium,3.0,,2.0,1185 sq.ft.,Kuala Lumpur
Wangsa Heights,1300,Kuala Lumpur - Ampang,Condominium,2.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
The Loft @ ZetaPark,1650,Kuala Lumpur - Setapak,Condominium,1.0,1.0,1.0,689 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,1600,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Pangsapuri Cemara (Cheras),1200,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,720 sq.ft.,Kuala Lumpur
The Elements,1600,Kuala Lumpur - Ampang,Service Residence,1.0,1.0,1.0,640 sq.ft.,Kuala Lumpur
The Elements,2100,Kuala Lumpur - Ampang,Service Residence,2.0,1.0,2.0,1000 sq.ft.,Kuala Lumpur
The Elements,2200,Kuala Lumpur - Ampang,Service Residence,2.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
Reizz Residence,1900,Kuala Lumpur - Ampang Hilir,Service Residence,2.0,1.0,1.0,697 sq.ft.,Kuala Lumpur
Taman Connaught,880,Kuala Lumpur - Cheras,Apartment,2.0,1.0,1.0,650 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,1400,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Ativo Suites @ Damansara Avenue,2300,Kuala Lumpur - Sri Damansara,Service Residence,1.0,1.0,1.0,751 sq.ft.,Kuala Lumpur
Wangsa Heights,1250,Kuala Lumpur - Ampang,Condominium,2.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Majestic Maxim,1300,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
The Hamstead,1400,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1003 sq.ft.,Kuala Lumpur
The Hamstead,2099,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1003 sq.ft.,Kuala Lumpur
Avenue Court,1300,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,932 sq.ft.,Kuala Lumpur
The Sky Residence @ Shamelin,1600,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,668 sq.ft.,Kuala Lumpur
Kenari Apartment (Taman Melati),1680,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,15000,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Pangsapuri Villa Harmonis,1300,Kuala Lumpur - Gombak,Apartment,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
Kenari Apartment (Taman Melati),1680,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Lido Residency,1800,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Petalz Residences @ Old Klang Road,2400,Kuala Lumpur - Old Klang Road,Service Residence,3.0,,2.0,935 sq.ft.,Kuala Lumpur
Ativo Suites @ Damansara Avenue,2200,Kuala Lumpur - Sri Damansara,Condominium,1.0,1.0,1.0,499 sq.ft.,Kuala Lumpur
Residensi Alam Damai (PR1MA @ Alam Damai),1250,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,935 sq.ft.,Kuala Lumpur
Ativo Suites @ Damansara Avenue,2000,Kuala Lumpur - Sri Damansara,Condominium,1.0,1.0,1.0,607 sq.ft.,Kuala Lumpur
Arte Plus Jalan Ampang,1630,Kuala Lumpur - Ampang,Service Residence,2.0,,2.0,700 sq.ft.,Kuala Lumpur
Idaman Putera,1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1336 sq.ft.,Kuala Lumpur
Residency V,2200,Kuala Lumpur - Old Klang Road,Service Residence,3.0,,2.0,909 sq.ft.,Kuala Lumpur
Warisan City View,500,Kuala Lumpur - Cheras,Condominium,5.0,,4.0,910 sq.ft.,Kuala Lumpur
Emerald Hills,2300,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,893 sq.ft.,Kuala Lumpur
Vista Tasik,2300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1200 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2300,Kuala Lumpur - Setapak,Service Residence,3.0,2.0,2.0,1000 sq.ft.,Kuala Lumpur
6 CapSquare,3200,Kuala Lumpur - Ampang,Condominium,2.0,1.0,3.0,1432 sq.ft.,Kuala Lumpur
Prima Setapak,1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1231 sq.ft.,Kuala Lumpur
Verve Suites @ KL South,2200,Kuala Lumpur - Old Klang Road,Condominium,2.0,1.0,2.0,704 sq.ft.,Kuala Lumpur
Platinum Lake PV 15,2000,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,1313 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,1500,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Wangsa Heights,1300,Kuala Lumpur - Ampang,Condominium,2.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Kenari Apartment (Taman Melati),1680,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Residence 8,1150,Kuala Lumpur - Old Klang Road,Service Residence,1.0,,1.0,350 sq.ft.,Kuala Lumpur
Kenari Apartment (Taman Melati),1650,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
18 Madge,11500,Kuala Lumpur - Ampang Hilir,Condominium,4.0,,4.0,2680 sq.ft.,Kuala Lumpur
The Reach @ Titiwangsa,3800,Kuala Lumpur - Setapak,Condominium,3.0,2.0,3.0,1564 sq.ft.,Kuala Lumpur
Majestic Maxim,1250,Kuala Lumpur - Cheras,Service Residence,2.0,,2.0,650 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1400,Kuala Lumpur - Setapak,Condominium,3.0,,2.0,800 sq.ft.,Kuala Lumpur
Residensi Razakmas,1100,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Ketumbar Heights,1400,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,755 sq.ft.,Kuala Lumpur
EkoCheras Service Apartment,2100,Kuala Lumpur - Cheras,Service Residence,1.0,1.0,2.0,762 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1500,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,1040 sq.ft.,Kuala Lumpur
The Holmes,1800,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1018 sq.ft.,Kuala Lumpur
Maxim Residences,1400,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
"J.Dupion, Cheras",2200,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,814 sq.ft.,Kuala Lumpur
Lido Residency,1500,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,963 sq.ft.,Kuala Lumpur
Platinum Lake PV10,1800,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1200 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),1150,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,854 sq.ft.,Kuala Lumpur
Jasmin Apartment (Sri Rampai),1450,Kuala Lumpur - Setapak,Apartment,3.0,,2.0,950 sq.ft.,Kuala Lumpur
Midah Ria,1350,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,967 sq.ft.,Kuala Lumpur
Sri Penara,850,Kuala Lumpur - Cheras,Apartment,2.0,,1.0,650 sq.ft.,Kuala Lumpur
UNA Serviced Apartment @ Peel,3300,Kuala Lumpur - Cheras,Service Residence,2.0,,1.0,810 sq.ft.,Kuala Lumpur
Suria Jelatek Residence,1800,Kuala Lumpur - Ampang Hilir,Condominium,3.0,1.0,2.0,908 sq.ft.,Kuala Lumpur
Majestic Maxim,1700,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Apartment Dahlia (Setapak),1300,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Kenari Apartment (Taman Melati),1650,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Zen Suites @ Zetapark,1500,Kuala Lumpur - Setapak,Service Residence,1.0,1.0,1.0,677 sq.ft.,Kuala Lumpur
Astana Lumayan,1600,Kuala Lumpur - Cheras,Service Residence,4.0,1.0,2.0,1200 sq.ft.,Kuala Lumpur
M Vertica,1800,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,850 sq.ft.,Kuala Lumpur
Arte Plus Jalan Ampang,2000,Kuala Lumpur - Ampang,Service Residence,3.0,,2.0,900 sq.ft.,Kuala Lumpur
Warisan City View,1800,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
Flat Taman Melati,1200,Kuala Lumpur - Setapak,Flat,3.0,,1.0,900 sq.ft.,Kuala Lumpur
Sentosa Court,1350,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,1008 sq.ft.,Kuala Lumpur
The Holmes 2,1700,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
Zen Suites @ Zetapark,1300,Kuala Lumpur - Setapak,Service Residence,1.0,,1.0,618 sq.ft.,Kuala Lumpur
Maxim Residences,1850,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
Spring ville,1200,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,750 sq.ft.,Kuala Lumpur
Prisma Cheras,1000,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,717 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2200,Kuala Lumpur - Setapak,Service Residence,4.0,2.0,2.0,1100 sq.ft.,Kuala Lumpur
Platinum Teratai Residence,1600,Kuala Lumpur - Setapak,Apartment,3.0,2.0,2.0,928 sq.ft.,Kuala Lumpur
Residence 8,2000,Kuala Lumpur - Old Klang Road,Condominium,3.0,,3.0,1100 sq.ft.,Kuala Lumpur
Majestic Maxim,1500,Kuala Lumpur - Cheras,Service Residence,3.0,,2.0,819 sq.ft.,Kuala Lumpur
Platinum Lake PV 13,1800,Kuala Lumpur - Setapak,Condominium,4.0,,2.0,1313 sq.ft.,Kuala Lumpur
Majestic Maxim,1500,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,3.0,820 sq.ft.,Kuala Lumpur
Mesra Villa @ Pandan Mesra,1200,Kuala Lumpur - Ampang,Apartment,3.0,1.0,2.0,871 sq.ft.,Kuala Lumpur
Nusa Mewah Villa Condominium,1500,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,865 sq.ft.,Kuala Lumpur
Angkasa Condominiums,1300,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,920 sq.ft.,Kuala Lumpur
Warisan City View,1800,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
The Holmes 2,2000,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1010 sq.ft.,Kuala Lumpur
Bennington residences,2300,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,1200 sq.ft.,Kuala Lumpur
Residensi Platinum Teratai,1900,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,928 sq.ft.,Kuala Lumpur
Midah Ria,1350,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,967 sq.ft.,Kuala Lumpur
Teratai Mewah Apartment,900,Kuala Lumpur - Setapak,Apartment,3.0,1.0,1.0,657 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1200,Kuala Lumpur - Setapak,Service Residence,2.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
DANAU KOTA SUITES,2100,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,829 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1600,Kuala Lumpur - Setapak,Service Residence,4.0,1.0,2.0,1325 sq.ft.,Kuala Lumpur
Bennington Residences @ SkyArena,3100,Kuala Lumpur - Setapak,Condominium,4.0,3.0,3.0,1450 sq.ft.,Kuala Lumpur
Danau Kota Suite,2100,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,829 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1200,Kuala Lumpur - Setapak,Service Residence,2.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1400,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,1040 sq.ft.,Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,1600,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,908 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1400,Kuala Lumpur - Setapak,Service Residence,2.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1650,Kuala Lumpur - Setapak,Service Residence,2.0,1.0,2.0,1050 sq.ft.,Kuala Lumpur
The Holmes 2,1800,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
DANAU KOTA SUITES,1600,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,969 sq.ft.,Kuala Lumpur
Ativo Suites @ Damansara Avenue,2200,Kuala Lumpur - Sri Damansara,Service Residence,1.0,1.0,1.0,499 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1300,Kuala Lumpur - Setapak,Service Residence,2.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
Nusa Mewah Villa Condominium,1500,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,865 sq.ft.,Kuala Lumpur
Residence 8,1150,Kuala Lumpur - Old Klang Road,Condominium,1.0,,1.0,350 sq.ft.,Kuala Lumpur
Bayu Tasik 2,1500,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,960 sq.ft.,Kuala Lumpur
Putra Suria Residence,1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
"Bangunan Forlong, Setapak",950,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
The Chancellor Condominium,2000,Kuala Lumpur - Ampang,Condominium,3.0,1.0,2.0,1300 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1600,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Taman Muda,1200,Kuala Lumpur - Ampang,Apartment,3.0,1.0,2.0,865 sq.ft.,Kuala Lumpur
Taman Maluri (Cheras),700,Kuala Lumpur - Cheras,Others,2.0,,1.0,600 sq.ft.,Kuala Lumpur
Parc 3,2000,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,853 sq.ft.,Kuala Lumpur
Lavile,2999,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
Lavile,2999,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
Lavile,2900,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
Bintang Mas,1550,Kuala Lumpur - Cheras,Condominium,4.0,1.0,2.0,1307 sq.ft.,Kuala Lumpur
Suasana Lumayan,1550,Kuala Lumpur - Cheras,Condominium,4.0,1.0,2.0,1142 sq.ft.,Kuala Lumpur
Ketumbar Heights,1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,865 sq.ft.,Kuala Lumpur
M3 Residency,450,Kuala Lumpur - Setapak,Service Residence,5.0,,3.0,1092 sq.ft.,Kuala Lumpur
Ketumbar Hill,1100,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,865 sq.ft.,Kuala Lumpur
Residensi Razakmas,900,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,850 sq.ft.,Kuala Lumpur
Emerald Hills,2000,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,840 sq.ft.,Kuala Lumpur
Sering Akasia,1500,Kuala Lumpur - Cheras,Condominium,4.0,2.0,3.0,1500 sq.ft.,Kuala Lumpur
Pudu Impian 2 - Vila Tropika,1300,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,935 sq.ft.,Kuala Lumpur
Prisma Cheras,1300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1152 sq.ft.,Kuala Lumpur
Jasmin,1200,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,783 sq.ft.,Kuala Lumpur
Warisan City View,1800,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,920 sq.ft.,Kuala Lumpur
Lido Residency,1500,Kuala Lumpur - Cheras,Condominium,2.0,,2.0,960 sq.ft.,Kuala Lumpur
Mesra Villa @ Pandan Mesra,1300,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,871 sq.ft.,Kuala Lumpur
Pangsapuri Sri Penara,1000,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,700 sq.ft.,Kuala Lumpur
Metroview Condominium,1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1150 sq.ft.,Kuala Lumpur
Wangsa Heights,1300,Kuala Lumpur - Ampang,Condominium,2.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Amaya Maluri,2200,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
The Annex @ Medan Connaught,1200,Kuala Lumpur - Cheras,Service Residence,2.0,,1.0,600 sq.ft.,Kuala Lumpur
The Annex @ Medan Connaught,1600,Kuala Lumpur - Cheras,Service Residence,2.0,,1.0,590 sq.ft.,Kuala Lumpur
Southbank Residence,1700,Kuala Lumpur - Old Klang Road,Service Residence,1.0,,1.0,699 sq.ft.,Kuala Lumpur
Putra Suria Residence,1150,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,853 sq.ft.,Kuala Lumpur
Suasana Lumayan,1700,Kuala Lumpur - Cheras,Condominium,4.0,,2.0,1142 sq.ft.,Kuala Lumpur
The Meritz,4500,Kuala Lumpur - Ampang,Condominium,2.0,,2.0,1400 sq.ft.,Kuala Lumpur
Sri Pelangi (Jalan Genting Kelang),1250,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1000 sq.ft.,Kuala Lumpur
KL Traders Square condo,1600,Kuala Lumpur - Setapak,Condominium,4.0,2.0,2.0,1059 sq.ft.,Kuala Lumpur
The Lumayan Apartment,1600,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,830 sq.ft.,Kuala Lumpur
Platinum Hill PV 6,2100,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,1328 sq.ft.,Kuala Lumpur
Sri Penara,900,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
The Holmes,1600,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1018 sq.ft.,Kuala Lumpur
Lavile,2700,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Majestic Maxim,1400,Kuala Lumpur - Cheras,Service Residence,2.0,2.0,2.0,650 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2000,Kuala Lumpur - Setapak,Service Residence,4.0,2.0,2.0,1200 sq.ft.,Kuala Lumpur
Prisma Cheras,1350,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,717 sq.ft.,Kuala Lumpur
The Scott Garden,1100,Kuala Lumpur - Old Klang Road,Duplex,1.0,1.0,2.0,775 sq.ft.,Kuala Lumpur
The Scott Garden,1400,Kuala Lumpur - Old Klang Road,Duplex,1.0,,2.0,775 sq.ft.,Kuala Lumpur
KL Traders Square condo,1700,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
The Lumayan Apartment,1350,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,830 sq.ft.,Kuala Lumpur
Prima Setapak,1399,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,1200 sq.ft.,Kuala Lumpur
Residency V,2200,Kuala Lumpur - Old Klang Road,Service Residence,3.0,2.0,2.0,909 sq.ft.,Kuala Lumpur
Emerald Hills,2300,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,893 sq.ft.,Kuala Lumpur
Prisma Cheras,1600,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,1070 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1450,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
288 Residency,1800,Kuala Lumpur - Setapak,Condominium,4.0,1.0,3.0,1362 sq.ft.,Kuala Lumpur
The Reach @ Titiwangsa,2500,Kuala Lumpur - Setapak,Condominium,4.0,2.0,3.0,1500 sq.ft.,Kuala Lumpur
KL Traders Square,1600,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,940 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,1500,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
